OTU,S110_L001,S111_L001,S112_L001,S113_L001,S114_L001,S115_L001,S116_L001,S117_L001,S118_L001,S119_L001,S120_L001,S121_L001,S122_L001
d9e6e5ca371bcede368cb56cdf07ee7fdd4178b5,10,0,0,0,0,0,0,0,0,2,0,0,0
d9fa7864e0583882797fcfbac6b2bce2010bd226,0,0,1,1,1,6,1,2,0,0,0,0,0
da85a9db11c259fbaae151392534b6a34d23bd07,0,0,0,0,2,1,2,2,0,2,0,3,0
dafc51a6de8f3be5e7f323d9ca3a37fa8f1fa4a8,0,8,0,0,0,2,0,0,0,0,2,0,0
db29621de7f7ba9c318df3ebdc82033b6745c1f9,0,0,0,0,0,4,2,2,0,0,0,3,1
db71e898bd98382244016ee501cde84f35e86557,0,2,0,1,7,0,0,0,0,0,0,0,2
dba86e59f56c23dd10b0d2ef51e72a85f977fd06,0,0,1,1,0,3,0,0,0,3,0,3,1
dcf4ed03341aac22764471e6eb40a5d9e08176ac,0,0,0,6,4,0,0,0,0,0,0,0,2
dd17191d1a41d5df3784fb429cb8277851953b4c,0,0,0,1,0,2,1,1,0,2,1,3,1
dd2d76c660a80a41c4cff42bf7d6cd73ff0b6143,0,2,0,6,3,0,0,0,0,0,0,0,1
de2120f4453d878e421be8b371b0343fda84ddad,6,0,0,0,0,0,0,0,3,3,0,0,0
de889f3afdf59fff1f2ed99a197a1126ac969054,8,0,0,0,0,0,0,0,2,2,0,0,0
decc4a42881b52080dfdff153e859788156c002c,0,0,0,1,1,0,0,2,1,0,1,4,2
e01c35b59d424c8d5efa63dc1d4830655ad0263f,10,0,0,1,0,0,0,0,0,1,0,0,0
e035093aa8d74d486ac0d67628f41134f013d1f6,0,0,0,4,0,0,0,3,1,1,2,0,1
e0a601813b1fbc9c09091928fba775c3d61f8ada,0,0,0,3,0,4,2,2,0,1,0,0,0
e0a8b682f7b787b4a5a08aa8de66cc2143ae1bb8,7,0,0,0,0,0,0,0,2,3,0,0,0
e15f7d79356a8fa2e4558ed0460c74329e6ee4cb,0,0,0,1,0,4,2,3,0,2,0,0,0
e2aa46960fcbd2676e11b2a521f07fd1361b5f76,0,0,0,1,0,2,2,1,0,0,1,2,3
e2b60efb051cb648e6c094ea332baea0137bd5f7,0,0,0,2,1,1,1,1,0,6,0,0,0
e3453e1e9809bc947f266e7f52258f0109ef7be9,0,2,0,5,5,0,0,0,0,0,0,0,0
e37b3538d436f6bd0b8b2947dc5e0d8948672976,0,5,0,3,1,0,0,0,0,3,0,0,0
e3b55a01a341cbe588b954735582fe47e4315dbc,0,5,0,4,2,0,0,0,0,1,0,0,0
e3c60d727bc294b93356fac37fc1c5c4eab256d5,0,0,0,1,4,0,0,2,0,1,0,4,0
e3d6fbd44b519a38c5a0655e4b72d4e32fcd1241,0,0,0,0,0,8,0,3,0,0,0,1,0
e3f811dd42dd9389912853124bc070f5e3e3f992,0,2,0,2,4,0,0,0,0,1,0,0,3
e501088d5e7d3cc5c6eb6c10f7dee5ff42d5303c,0,0,1,2,0,3,5,1,0,0,0,0,0
e5909e949366d5e546ff64b11f429b12d85f272e,0,2,0,4,5,0,0,0,0,1,0,0,0
e5a0cfd22808b4649ca962369a169ba221e45323,0,0,0,1,2,0,0,2,1,0,0,4,2
e6dfb6b18a53c3c76a9fc6035c52ad21604a5232,0,0,0,0,1,1,1,0,0,0,4,1,4
e7435bc77ae7d58f598df8368002a1b25ed3bde2,8,0,0,0,0,0,0,0,2,2,0,0,0
e76fbe53cf1ed69be1cc844c7e8d741b9c935618,0,3,0,0,7,0,0,0,0,1,0,0,1
e782a693c9ec8ca8d64336f6aca8cfeb0965d192,0,0,0,0,0,3,1,0,1,0,0,6,1
e7a64c00fa2d3ce6a856794ac2d72f268c00b01e,0,0,0,0,0,2,1,0,0,2,1,4,2
e7c8d48f8142b3784c97d324422815ac8d7ff8dc,0,0,0,1,2,1,4,1,0,1,0,0,2
e8f82834eba81c0a1f02215173c0abd9ff1be84d,0,11,0,0,1,0,0,0,0,0,0,0,0
e9c41ef72df424b64146b0e039f9874cb12bc36c,8,0,0,0,0,0,0,0,3,1,0,0,0
e9c8596fb796b6bdab64391e1b1f69a8c7766ad6,0,4,0,2,5,0,0,0,0,0,0,0,1
e9fbf88d32f592ab9c3403cd905f084f5c82504e,0,10,0,0,0,0,0,0,2,0,0,0,0
e9ffc9a8d5a9e2cb9aed8b759cfcc1a4c373b282,7,0,0,0,0,0,0,0,1,3,1,0,0
eb0e2b714f2729d0ee2f28226d7fdbbcf47a63d9,10,0,0,0,0,0,0,0,2,0,0,0,0
ebd25277a612a66b79f805a5ce4edaaa137165d2,0,0,1,0,1,0,6,0,0,1,1,0,2
ec0410b84caf3bdb192403f662f74b7775ef77a5,0,0,0,2,0,0,6,0,0,1,0,2,1
ec5af01725afe5d95c968f6d96ccf931d4566e1e,0,0,2,1,0,4,1,0,0,2,0,2,0
ec6e589b03824352d9f66412ba0ce790ae70b256,6,0,0,0,0,0,0,0,3,3,0,0,0
ecbd8958ee3f28c23deb49a6e2bdd722c9bbef15,0,2,0,1,7,0,0,0,2,0,0,0,0
edd962b76fef0db01f1a209bb669495cbd38a36e,0,0,0,2,2,2,0,1,0,1,0,1,3
ee116912e7954c71ecf76a75e5bb89d1e5ad70c2,9,0,0,0,0,0,0,0,0,3,0,0,0
eef1b886d60d196a9b28bbf2a5c8fc8fc356dfa6,0,10,0,0,0,0,0,0,1,1,0,0,0
ef2e7e5b237c8aea4f1caa11a83f11532360ac39,7,0,0,1,0,0,0,0,0,1,0,3,0
ef49cadcbc35ac34cda20e6c5d90236c6ef3b473,0,0,0,0,0,2,5,1,1,1,0,2,0
ef728bbd9bcb20427384a35e68504702d32c7013,8,0,0,0,0,0,0,0,0,4,0,0,0
ef9bd99a7be453719193d9de2680a770dc8fa6a2,0,0,0,0,0,2,2,0,0,2,0,1,5
efaf2b602b5646982fb3e85ce6e9d0ba1ccc010b,0,1,0,3,8,0,0,0,0,0,0,0,0
f0110c5c4a83c759a6dffa4e111618200b60b6f0,0,0,3,3,2,2,0,1,0,0,0,0,1
f04acd3103c44aa19ccdae38b6aa37fada71dcfa,0,2,0,2,6,0,0,0,0,1,1,0,0
f0778a899efeb68070cf18e6996be314a0594840,0,3,0,2,7,0,0,0,0,0,0,0,0
f0d7677c4189b8d3025de6a8ce7ff2dfe0cbb246,0,0,0,0,0,4,2,1,2,1,2,0,0
f166090fe011a0e84355a6c43f381267ee41cde8,0,0,0,0,0,1,3,5,2,0,0,1,0
f2553c64514c6e23d2e4795c17d86d9151cc30b4,0,0,1,1,0,1,5,2,0,1,1,0,0
f26389bc28d24deb87e7ec71aea1c2ac5de6e82d,0,0,0,0,1,1,5,1,2,1,0,1,0
f28a4dab3888d5ca481bf6b6007408142729343a,0,0,0,0,0,1,3,2,1,2,0,2,1
f333e9860613954c1108c0791d47e5bee98373cb,0,0,1,0,1,3,2,1,0,3,0,1,0
f3b888283caebb5394c124a92f0db4408551e7d9,0,1,0,7,4,0,0,0,0,0,0,0,0
f3e3332c572c6d879b710f9bbb388e726192ab25,0,2,0,3,4,0,0,0,0,1,1,0,1
f44775429f1cae4aec984ec782a8e83f9b6e6416,0,2,0,3,7,0,0,0,0,0,0,0,0
f489bc5b2654cd5b9e940caa3ed4aba190d233f7,0,0,0,3,0,0,1,1,0,4,0,0,3
f5c7cf3f987d0ac3c07aee18d8f671b9196d7ae4,0,3,0,6,2,0,0,0,0,0,1,0,0
f67d2dfd007aa9093ed4089553f7f1d4564fa5b2,0,10,0,0,0,0,0,0,2,0,0,0,0
f74c75d191a39373d83fee534ca268e647c97867,0,0,0,0,0,2,1,1,1,0,4,1,2
f90bff1f2a6f287eec6c9684cbde358e614e032d,0,1,0,2,9,0,0,0,0,0,0,0,0
f95cce19eb6aec331529d4dad147bf485bbef2ec,9,0,0,0,0,0,0,0,2,1,0,0,0
f9b1e96b592db215cb578ed85d618b25804c2e75,10,0,0,0,0,0,0,0,1,1,0,0,0
f9b4ad6857087969cd046506caf51a041e7f7554,0,0,0,0,2,2,1,0,0,2,3,2,0
fa9813d544445c69caa747162b80ced6a4709fae,1,0,2,0,0,0,4,2,0,0,0,3,0
fae83654132ca3405593bb0f70e1a9d8709ceeb7,0,0,0,0,0,4,3,1,0,1,0,2,1
fb4783fb9b0ca5a58aff483f9958ac6dd8c69588,0,0,0,1,1,0,2,0,1,0,0,5,2
fb49b9f8cea576945afb4a298b11d3805c1da964,8,0,0,0,0,0,0,0,1,3,0,0,0
fbd4ea5cb80f41f35d50933a9c3fcafccd2836f9,0,12,0,0,0,0,0,0,0,0,0,0,0
fbf0d7d7f63f8d5d33a8cfea50ca703a51a1fec9,0,11,0,0,0,0,0,0,0,1,0,0,0
fbfda47289e614e5440454a1d98604e9667c54f2,5,0,0,0,0,0,0,0,5,2,0,0,0
fc1759e2d3035da836e888db49fe1bda752d80e0,0,2,0,5,3,0,0,0,0,1,1,0,0
fc716a7bf6291eedb1abf1c486ee2e002ea5d4ed,10,0,0,0,0,0,0,0,0,2,0,0,0
fcafe23e4fb22f441f44b942cce9b6805d43b62a,1,0,0,0,0,6,0,2,1,0,0,0,2
fcb66a0acd69a2cff372990d58e1b8e686acd0fe,5,0,0,0,0,0,0,0,3,2,0,0,2
fcbee491399da75895735abe8043c1c680fe61cf,8,0,0,0,0,0,0,0,3,1,0,0,0
fcd038eea87b991a5e49a25cbe8e35c5ff41b194,8,0,0,0,0,0,0,0,3,1,0,0,0
fd01515aee5bf9c3920f7d648d8048268f4e5a7d,8,0,0,0,0,0,0,0,0,4,0,0,0
fdb3b1429b59ece6a66fad9639ef7fde0576ae87,0,2,0,4,5,0,0,0,0,0,1,0,0
fdb3f7cd88828849c124b82129cf7e38a5b501d2,0,10,0,1,0,0,1,0,0,0,0,0,0
fe03f609b2c1ff9220dde5122732e2e89e43a09c,10,0,0,0,0,0,0,0,0,1,1,0,0
fe441b0992e4fd092735ed506f8b80429f354785,0,0,0,0,3,0,4,1,0,0,0,1,3
fed37e2243e279d5577f2e32630a702ba8dadf81,0,10,0,0,0,0,0,0,0,2,0,0,0
ff03334a111cbadd4b549fdc3f30f0dfc015b56b,0,0,1,0,0,5,2,1,1,2,0,0,0
ff057215750d42f2ca20e006645893e2fb81be5b,8,0,0,0,0,0,0,0,3,1,0,0,0
ff4894c47077a7a1ee4bf224e33cfae8565d0dd0,0,2,0,4,3,0,0,0,0,0,3,0,0
ff8395045a9c70b2a3110502ba252cb6530ce32b,0,0,2,0,1,3,0,3,0,1,0,0,2
ff989c688bd1a54b4a0c118df3b2cf39b79917a8,0,0,0,5,2,0,0,0,3,1,0,0,1
ffaeee7946fe21240a3ca3f6e70ea7ee7e64fcf1,2,0,0,5,4,0,0,0,0,0,1,0,0
ffbcfe1897683d672c2eff18ff5e45c4ce83884e,0,4,0,1,7,0,0,0,0,0,0,0,0
00270134b7bd1d8263139cac20494f918faf0c29,0,5,0,3,3,0,0,0,0,0,0,0,0
00476d27aba1adbb99c862bb794fe117bbfb6cd8,0,0,0,0,1,3,5,0,0,1,0,1,0
007988677d6071a21a15c8cd15252bf7f981a216,8,0,0,0,1,0,0,0,0,2,0,0,0
0098cb2fb17e23e2bc368224ae1f58beeddc3fa9,0,11,0,0,0,0,0,0,0,0,0,0,0
014ef7bbc959ddd687007735ede8b67a0983b03d,0,2,0,5,3,0,0,0,0,1,0,0,0
016b3043fd2e6d83b0308c5c8c7d9c46de652978,0,0,0,0,0,6,1,2,0,2,0,0,0
0171674d171bce85db46d51c8d0efb2ee90390cc,0,0,0,2,0,3,0,2,0,4,0,0,0
0198fc21149c87415798272bad0c9eb23d188b3b,0,0,3,1,0,2,1,0,0,0,0,3,1
01a497b219bf15ea388d3c9d935dcb91adedcafd,0,1,0,1,6,0,0,0,1,2,0,0,0
026d0bde150201ec200d9a8a056e4ed35c8a6e94,0,0,1,0,1,2,2,2,1,2,0,0,0
02f77b6e78ee882d8cb295ad2a8bf12ff6fe9207,0,0,0,0,0,2,2,0,2,0,0,3,2
0305b63baccc0562716d8c16373d9b08f540ddb1,8,0,0,0,0,0,0,0,1,2,0,0,0
039d970c99ebfb05e05675eb763f4966c97b0503,1,0,0,0,1,1,4,1,1,1,0,1,0
042a8f40e3ce56f5b11c8dfc440aa15fffd40bf4,0,0,0,0,0,1,2,0,0,0,0,6,2
04596315764a815cee6757df1fd5da5dfdd890c9,0,0,0,3,0,4,3,1,0,0,0,0,0
0459bbaed08f02245cea0ec5b6eb9ffe363e5542,6,0,0,2,0,0,0,0,1,1,1,0,0
050f1f910b063cc0e32f497f668e0e61b01e636f,0,0,1,0,0,7,1,0,0,1,0,0,1
0549533350a09a0a65b78e1516f19dfb169760ab,0,0,0,0,0,0,5,1,0,1,0,4,0
05e57a27e2a7afa0e95debf395a5b230932aeeff,0,0,0,0,1,0,3,2,2,1,1,0,1
0607eaa4d8785f6327cd1d70ede3f51fd08a34d5,0,0,0,2,1,0,2,1,1,0,2,2,0
0609c42ff01735358f130e45b933044bce081879,0,0,0,1,0,0,3,1,1,0,1,1,3
0694bdbda5ce12120d6f5095e7487fab89458ada,0,0,2,1,0,2,2,1,0,2,0,1,0
06f9da86537bc4c5a329da7838a25c407e79906f,0,0,3,1,0,3,2,1,0,1,0,0,0
073239ff5efaf00b3ccd08bed7ad7af7c198f093,7,0,0,0,0,0,0,0,1,3,0,0,0
073a511e5452caf15eeb5a8f44673b17c7d79d16,0,0,1,3,0,2,1,1,0,0,1,0,2
07787878e6280766d91543c1286c564e2d3ea407,0,0,0,0,0,4,2,3,1,0,0,1,0
07dca48d72a600bab8ffc74d2602c25535ea6e7b,0,0,0,0,1,1,5,0,0,1,0,3,0
08b322c8f530c62526ab4d8d7a2c2d273fbc1b80,0,0,0,1,0,1,6,1,1,1,0,0,0
08faaad214e42b7b0e21415de064b9d29ab1a99f,0,1,0,3,5,0,0,0,0,0,0,0,2
09252ecd264fe526fdab016463a2caa86c4eae25,0,0,0,1,1,0,3,2,0,3,1,0,0
0942c10aa6848a33d0f58965f3b354fc7d59950f,0,0,0,0,0,2,0,0,0,2,2,3,2
0a409626a1c644c90dd0cd42e67cef6a699e45c2,4,0,0,0,0,0,0,0,1,2,4,0,0
0a441cf364d2de7e1fc112caaca8da63a6d85317,0,0,0,0,1,1,3,0,1,1,1,1,2
0a4ec1e04dd86b7a8c6d54873786aa8f6c805595,0,0,1,0,0,2,0,1,0,2,1,1,3
0a966fab4ba355c199e9801281198f3ac3b37c3c,0,0,1,1,0,1,2,5,0,0,0,0,1
0b0d48a2b110d95ed5425ba9a5c67fd3dc0c4c47,0,1,0,3,3,0,0,0,0,1,1,0,2
0b35050c3bc39f305c5fa7aeee66a1f0793c572a,5,0,0,0,0,0,1,1,2,1,1,0,0
0b5e894b0b80f2cb6ca1dd5f7aae22411d59c7bb,0,2,0,1,7,0,0,0,0,0,1,0,0
0bd73012d399685ab954832028bbb43341b5650b,9,0,0,0,0,0,0,0,1,1,0,0,0
0c30d3388824f3b7a26fae19ba4410af76d1abf2,8,0,0,0,0,0,0,0,1,2,0,0,0
0c38267efc5197b7a4c93d50540244a34177591c,0,0,0,1,0,1,5,0,0,0,1,1,2
0c4d380758c2b5d0628066a9b012091121d971a6,0,0,1,0,1,1,4,0,1,1,0,1,1
0c613122f9744e8987c25e9cae471c6024c06d37,0,1,1,0,0,3,3,1,0,0,0,1,1
0c6d4179336c91eb1ea578607aa67a6ee9a8a81f,5,0,0,0,0,0,0,0,0,6,0,0,0
0c8c06a84aed01de0c26090a2915b030d54c7e7c,7,0,0,0,0,0,0,0,2,2,0,0,0
0ceb16534a189eff5d5291754d8bb859e85ad18d,1,0,0,0,0,5,1,0,1,1,0,2,0
0d07acfbdbfd25049bd26864fbfcec20581b2c1a,0,0,0,7,3,0,0,0,1,0,0,0,0
0d486012afb2a193abf921f069ea04297078c78a,0,0,0,2,0,0,0,2,0,3,0,0,4
0ddbfc33da490f3b84e37ce6bf850934e15a8098,0,0,0,0,1,2,3,1,0,0,1,2,1
0e3d84f8638e5db322e612e213486b7ee188e5bb,0,0,1,0,0,4,0,4,1,1,0,0,0
0e6ab20bda13d54ab2e3b390ba5a731b488fc8be,8,0,0,0,0,0,0,0,1,2,0,0,0
0e89c3252f22283a3d76888b3d6b152cc0098a4c,0,0,1,1,0,4,1,2,0,0,1,0,1
0ea376b58602392900612d14cd7be5836e5ac9f1,10,0,0,0,0,0,0,0,0,0,1,0,0
0ec55c66b28fa0c12413efd270aa7ac636da4314,0,0,0,0,0,3,0,1,0,0,3,4,0
0f0064357b437cd5e84cdc0c6f63e152191d33af,7,0,0,0,0,0,0,0,0,4,0,0,0
0f0fd18f477f3581a14fb6bf565ebb699e1950bd,0,0,0,0,0,2,3,1,2,1,0,1,1
0f4f24249a2c3d57b31dc4d0cf4fe654c9175a97,0,3,0,2,5,0,0,0,0,0,0,0,1
0f7eb50311be9a998c97ab2f345ebb2442e676e7,0,0,2,2,1,1,1,3,0,1,0,0,0
0feea623a0c768cac7f52c9b3be34ad494504ad4,0,0,0,0,1,6,1,1,1,0,0,1,0
0feff0a54fb2cbe1a6045d1e39c784791b6ec720,0,0,0,0,0,7,0,0,0,0,0,0,4
1022f49c837fb08ad8c6addf17229e8a39c68750,0,2,0,2,7,0,0,0,0,0,0,0,0
1034e4649194b1f53098cb738372e12690adaf5d,0,0,2,0,0,2,4,2,0,0,1,0,0
108d08a052bc27ab05706df9fa29f532c5b50172,0,0,1,2,0,3,2,0,0,3,0,0,0
10d0dcb93a1a386a98e9a5a230076b0c2ebffe26,0,3,0,4,3,0,0,0,0,0,0,0,1
110e13f3958964cee7f1d01f8a609363599e7cdf,9,0,0,0,0,0,0,0,1,1,0,0,0
1126e9f212c2aa5d263f8faa102a0e2c4a8dd3e4,0,0,1,0,0,3,1,2,0,2,0,2,0
113e38f6f3e1c303c08e953c6f480c1dab39cbbd,5,0,0,0,0,0,0,0,0,6,0,0,0
11b1481638e3dd3dcfc57d20fbb5d5385b96b062,9,0,0,0,0,0,0,0,0,2,0,0,0
124fb4f9a77f9ef75a8bbc55f6cbd3de10f744eb,0,0,0,0,4,1,0,1,1,1,0,1,2
12e1e530aaaf3acdfb7fdf1bfc69ff91ceee5342,0,3,0,1,5,0,0,0,1,1,0,0,0
130170071762cef72abf79291c4e4e1d61ae182d,0,0,0,1,0,1,3,1,1,0,1,1,2
13a34e6e9c88f6829f35a5eb836f7b15f1caaf78,0,0,0,3,0,2,0,1,0,2,1,1,1
13a87da4b46896c01287a656c5ad7f521eaf864f,0,0,0,0,1,3,2,1,1,2,0,1,0
13c68bc72ffd565535f36282e5457e713d0d88ac,7,0,0,0,0,0,0,0,0,4,0,0,0
13e71aa457d0185e7b87b6e3422def23e4097c3c,0,0,0,2,0,0,0,2,0,2,1,4,0
13f84e4c7d1061767d0896521e39ce57b6f04463,0,1,0,4,3,0,0,0,0,3,0,0,0
146e4e9f0c95f12662a98137f1566ea64a7eb5f5,0,0,2,0,0,5,2,1,0,1,0,0,0
14c132dba559b42d20c5a3b3527a6b922340ac72,0,0,1,0,0,2,4,1,0,0,0,1,2
14c4e8fc0872408fd1417bea04bfb30d3a44714a,7,0,0,0,0,0,0,0,2,2,0,0,0
14e1447432104a2d18a99a8e5b14078ecfff65fb,8,0,0,0,0,0,0,0,1,1,1,0,0
15096fc296be8347a52c590b3406c912f86a46ad,0,7,0,2,1,0,0,0,0,1,0,0,0
150c3cd979a7c507452c80fed4c17639b321db98,0,0,0,0,0,0,6,1,3,0,0,1,0
1569feda56d3430f47d1f41642dcd55161ff89d5,8,0,0,0,0,0,0,0,0,3,0,0,0
157c6eaa0f1baea943dace46acedd2d48ff498f5,0,4,0,3,3,0,0,0,0,0,1,0,0
15d9ba219ff7c6c68944a363c0b5b87472b52120,0,0,0,0,0,0,6,0,0,1,1,1,2
162a9fa81d4e7da4a0d6bf0ad61fe424c5438ac0,0,0,0,0,1,1,4,0,0,3,0,2,0
166be1162871ce4c59fc1b59c25028fb39b501eb,0,3,0,1,7,0,0,0,0,0,0,0,0
169436fe08f51886ecbce3282c08f37d5894ad9b,0,0,4,0,0,3,0,3,0,0,1,0,0
17043cebfddcbabc3d7c47ee9d1a9ffffd745c52,0,0,0,1,0,0,3,0,2,5,0,0,0
1740fc0e8f0ec6994e7134139b90c6c73215fad0,5,0,0,0,0,0,0,0,2,2,1,0,1
1761afabeb8ef54dcf09ed79576a8e74009b1959,0,1,0,7,2,0,0,0,0,1,0,0,0
177c4c6ee30a30fe3acd75c8298a44d930ea438d,5,0,0,0,0,0,0,0,1,5,0,0,0
1795f608efb5af334347255093366239d8826397,0,0,0,1,0,4,0,4,0,2,0,0,0
17d664be751b1e23e4e8fec1d6c2ad79eca6a94b,0,0,0,4,0,1,2,2,0,0,2,0,0
17f3a586e463087a858cff102069f6abf39b755a,0,0,0,0,0,3,0,0,1,2,0,1,4
186346ab66f9607066eecb710c6a81797ee60551,0,9,0,0,0,0,0,0,0,2,0,0,0
18d7a9a84b54181ef723e9ee0f2c66954c0eba26,0,1,0,0,10,0,0,0,0,0,0,0,0
195b81addb2493e77e5757def48402dad942a750,0,0,0,0,0,0,2,1,0,5,0,1,2
19e0b8a20a7c36ba39e16c4906edaf04f170af0f,0,0,0,2,0,1,3,1,0,0,0,3,1
19e4240f76155eb7776f2a3bf4c86402b010ca83,0,5,0,0,1,0,0,0,0,5,0,0,0
19e4a8f88503ed0c5e247a63b61a4aca0761b715,8,0,0,0,0,0,0,0,0,3,0,0,0
1ac97237d0f48b54fa3aa5fc10413199a9801084,4,0,0,0,0,0,0,0,1,6,0,0,0
1ace57fa0fdc6d781f7d87ecefb8d455e734a080,10,0,0,0,0,0,0,0,0,1,0,0,0
1b1c1980a9ac7e5ab50021ac34d7f539f23f5ea0,0,6,0,0,3,0,0,0,0,0,2,0,0
1bad31a8ac611a9d25e7ea77cbad1ab2adeb4202,1,0,1,1,0,1,1,2,0,2,1,1,0
1bb9bef184c1256f064032faf6ff1adc72e535a2,0,2,0,6,2,0,0,0,0,1,0,0,0
1c7113a451273df1ada392cedf6a4988e109510f,0,0,0,0,1,1,1,3,1,0,0,2,2
1cd573313ea653a395d66e772e73efd2f94ef4ec,0,0,0,1,1,1,6,0,0,1,0,0,1
1cd68d44582ed7af79c68f0dab2b96b33b39b427,0,1,0,1,7,0,0,0,0,2,0,0,0
1ce274f33fdefac9cf6aa4cfd3302b243edd62f9,0,0,0,8,3,0,0,0,0,0,0,0,0
1dd458307e72ea3c52ff239a6335ab765a958d9b,0,8,0,0,3,0,0,0,0,0,0,0,0
1e24a87f7a9c96fb9bf869d3981977c318032ad8,0,0,0,0,0,2,1,3,0,0,0,4,1
1e30a3aea597b70e867f5c721feb64539742ac37,3,0,0,0,0,0,1,0,0,4,2,0,1
1e895ade99ce48075af24d9ade57ad61838ee159,0,5,0,1,5,0,0,0,0,0,0,0,0
1ec149ab2c0d269ff59235eddaf7b927482349ab,0,10,0,0,0,0,0,0,1,0,0,0,0
1ef789823f8033c6866db422f0dbc1250c9bed56,0,0,0,1,0,1,2,4,0,1,0,0,2
1f6549090fe082143a454bbc3d793bd4f8accd03,0,0,0,1,0,1,2,1,0,0,0,4,2
1f656649fe88e5fa9f2db3d75b720516c481862c,6,0,0,0,0,0,0,0,1,4,0,0,0
20692d349060c59623b76c0746cf815f659a3602,0,4,0,5,0,0,0,0,0,1,1,0,0
20ad327c0dc17e944d24ff0f877803b77851077c,0,11,0,0,0,0,0,0,0,0,0,0,0
21476c9628ac5e2f9ed7705810e523d367c21a3d,9,0,0,0,0,0,0,0,1,1,0,0,0
215d6ee745d6186847acaa373d530b6b730fe6cc,0,8,0,0,0,0,0,0,2,0,0,0,1
21fa76903086f304202df6bd431e085510a98e83,6,0,0,0,0,0,0,0,0,5,0,0,0
225c0a4c8aa8986f5ca622514ff9603e2e98f48a,0,0,0,0,0,0,2,1,2,1,0,5,0
2274cf7d60c8c09cb94c95f2fc141e3bc9ada469,0,0,1,0,0,4,2,0,0,2,0,2,0
22e842d3fab9aad6bc03ab78a0b347bee69bc193,0,0,0,0,0,6,1,2,0,1,1,0,0
22fd2e63ec2e38fc6836706f0234ea55b31523cc,0,0,1,0,0,2,3,1,0,1,2,1,0
23f6fd9e132217f8926df34a725f27d25a4dd23f,4,0,0,0,0,0,0,0,1,6,0,0,0
243ab9db72ecf2c61d8ecd2af359d8e7c50abc6e,0,10,0,1,0,0,0,0,0,0,0,0,0
244ca93b732121101eead56a6deed469d2d4c1df,0,0,0,1,0,1,2,2,0,2,0,3,0
2458fb3df00c5e101c5d90bdc0b07072afe7aee0,0,3,0,5,1,0,0,0,0,2,0,0,0
24c4dad48e5fbe61254469b2ab8ad18b645bd50c,7,0,0,0,0,0,0,0,3,1,0,0,0
24ce8d54776744ab3524629710b5a2f205522c60,0,0,0,1,1,0,5,1,0,1,0,1,1
24d2e60e4fe31e9e30d4f729d8b0ef823177f3bd,0,0,1,2,0,3,1,0,2,1,1,0,0
24df048db12ff99b36e158f06d3aab9b10b5f8de,7,0,0,0,0,0,0,0,1,2,0,1,0
269e92ddb7610be003ac65a8f63ba02691b012ff,0,1,0,7,2,0,0,0,0,1,0,0,0
26cbaafdf1729dd347352d9952542a2a20139260,0,0,2,0,0,6,1,0,0,0,0,2,0
27c5b12942fdec781b1598df2ebba66619268403,0,0,0,1,0,1,2,2,1,3,0,0,1
2817d3f70b3e2de4b38642f5e8fa06e4d1cd78e0,0,0,0,7,2,0,0,0,0,1,0,0,1
2872ae9b7415918af2a39fb97df5fa18152d69ca,0,2,0,4,2,0,0,0,0,0,0,0,3
28be76184178c3d6f27ff5f444418e287c6cb56c,0,10,0,0,1,0,0,0,0,0,0,0,0
28d0dfc5d09cb2a97ae127fe2850eb503c8507b5,0,0,0,0,0,2,1,1,1,2,0,3,1
28e97a381d8de7889a5caae9c7c8a00dad632d56,8,0,0,0,0,0,1,0,2,0,0,0,0
2926dbbf5674d6e59320d6236801fa4216461169,0,1,0,3,5,0,0,0,0,0,2,0,0
292a46de5ce87c3c7b76b9b255087b5efd921614,0,0,0,0,0,4,2,1,0,2,0,0,2
29badb1a9c92f9f145a2bf55ca0b4315de2cb110,0,1,0,2,6,0,0,0,0,1,1,0,0
29e040acb230d924e7ee1fa439858d745dcaaf71,7,0,0,0,0,0,0,0,0,3,0,0,1
29e4196d7e836efdb044af9aeaa9e375fa77e639,4,0,0,0,0,0,0,0,4,2,1,0,0
2a1c602a81da11d8303704926553603e9acc15bc,0,0,0,0,0,1,1,0,1,3,0,3,2
2a2667a56f2e731ce50f88841a2667b4bce788df,5,0,0,0,0,0,0,0,0,6,0,0,0
2a344157bcb6805bbea821f9bbb65a2c5332526a,0,0,0,2,0,1,2,0,0,2,0,2,2
2a42ded9b73a760ee244f16d32c4f85678b12f00,0,2,0,3,4,0,0,0,0,0,0,0,2
2a4618549df18258e414d48f690be2c919cf1241,0,2,0,1,5,0,0,0,0,0,0,0,3
2ae46126057900cace163a1c288ed7d32b0c43cc,9,0,0,0,0,0,0,0,0,2,0,0,0
2aea40a5cd29d1129e12f0e1ec336d90c8b54bbb,0,3,0,2,5,0,0,0,0,1,0,0,0
2b0a03e08908d69a51259489ca744799fc5d75aa,0,3,0,6,1,0,0,0,0,1,0,0,0
2b90a4a88acd1461edc29e34c1cf9f6613740550,0,0,0,3,0,1,2,0,0,1,1,1,2
2ba2d72898f765ca947b1d3aec2cea122cb08dcd,0,0,2,1,0,2,3,0,0,0,0,3,0
2badc65802188fef3e86f2aed7df65522d67e5f4,0,0,1,0,0,5,4,1,0,0,0,0,0
2c389539ba8527a8e2497475f7cc72a35239e45d,0,0,3,0,0,5,1,0,0,0,0,0,2
